,Parent,FixtureHeight,Tag,Phase Created,AccessibilityPerformance,Face Plate Material Finish,Light Loss Factor,Emit Shape Visible in Rendering,Dimming Lamp Color Temperature Shift,Housing Material Finish,ContainedInStructure,Light Source Definition (family),ObjectPlacement,Number of Lamps or LEDs,Representation,Reference,Initial Intensity,ObjectType,Size,HasAssociations,IsDefinedBy,GlobalId,OwnerHistory,Photometry Comments,Name,Description,BackupSupplySystem,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Color Filter,SerialNumber,AssetIdentifier,WarrantyStartDate,Features,TagNumber,Emit from Rectangle Width,Electrical Data,BarCode,Host,Status,Emit from Rectangle Length,LER Luminaire Efficacy Rating,Schedule Level,PictogramEscapeDirection,Calculate Coefficient of Utilization,SensibleLoadToRadiant,Elevation,Lens Material Finish,Apparent Load,Initial Color,Light Source Symbol Size,Depth,Width,Length,Default Elevation,Voltage Comments,Spacing to Mounting Height Ratio Diagonal,Lamp,Voltage,CodePerformance,InsulationStandardClass,Grade,SustainabilityPerformance,HasProtectiveEarth,Constituents,PowerFactor,ModelReference,RatedVoltage,NominalFrequencyRange,NumberOfPoles,NominalLength,RatedCurrent,Color,Material,WarrantyGuarantorParts,AssetAccountingType,WarrantyDurationLabor,OmniClass Title,Finish,ReplacementCost,Assembly Code,WarrantyDurationParts,ExpectedLife,Shape,IP_Code,ConductorFunction,NominalHeight,ModelLabel,WarrantyDescription,ProductionYear,NominalWidth,LightFixturePlacingType,LightFixtureMountingType,NumberOfSources,MaximumSpaceSensibleLoad,MaintenanceFactor,TotalWattage,MaximumPlenumSensibleLoad,Lamp Position,Spacing to Mounting Height Ratio 90 Degree Plane,Spacing to Mounting Height Ratio 0 Degree Plane,CIE Type,Fixture Efficiency,Housing Finish Option,NEMA Type,Lens Option,Number of Faces,Manufacturer,Assembly Description,Product Page URL,URL,OmniClass Number,Specification Sheet,Product Family,Type Mark,Catalog Number,Model,Recessing Radius,Ballast Voltage,Load Classification,Ballast Number of Poles,Panel,Circuit Number,Recessing Diameter,Recessing Height,Lumens,Wattage Comments,Recessing Inner Radius,Switch Voltage,Offset,Mark,Load,IsPluggableOutlet,Shade Material,Radius,Grid Material,Diffuser Material,Light Box Material,Light Casing Length,Drop From Ceiling,Ceiling Mount Material,Light Casing Material,Label,Moves With Nearby Elements,XRAY,Level,DARKROOM,Max #1 Pole Breakers,CompositionType,Distribution System,Total Estimated Demand Current,Mains,Apparent Load Phase A,Total Estimated Demand,Receptacle Demand Factor,Apparent Load Phase B,Total Connected,Apparent Load Phase C,Number of Phases,Receptacle Estimated Demand Current,Number of Wires,Supply From,Total Demand Factor,Receptacle Estimated Demand,Receptacle Connected Current,Total Connected Current,Receptacle Connected,24 Circuit Height,Current Phase A,Current Phase B,Current Phase C,Height,Enclosure,Mounting,Panel Name,12 Circuit Height,30 Circuit Height,42 Circuit Height,IsSkilledOperator,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Lighting - Dwelling Unit Estimated Demand,Other Estimated Demand,Lighting - Dwelling Unit Connected,Other Connected Current,Other Estimated Demand Current,Other Connected,Lighting - Dwelling Unit Estimated Demand Current,Cooling Estimated Demand Current,Cooling Demand Factor,Cooling Connected Current,Cooling Connected,Cooling Estimated Demand,Location,Cab Width,Cab Location,Cab Height,Door Opening,Cab Depth,Pit Depth,Chiller Length,Chilled Water Return Radius,Number of Poles,C1 Offset 2,C1 Offset 1,C2 Offset 2,C1 Offset 3,Chilled Water Supply Diameter,Chilled Water Return Diameter,Chilled Water Supply Radius,Length 1,Length 2,Radius 1,Half Number of Fans,Number of Fans,Cold Capacity,Chilled Water Flow,Drain Flow,System Classification,Chilled Water Pressure Drop,System Name,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Connected Current,Appliance - Dwelling Unit Connected,Primary Voltage,Panel Height,Switchboard Height,Switchboard Width,Switchboard Length,Primary Number of Poles,Height 1,Half Switchboard Length,Panel Length,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,Flange Height,Length 4,Length 3,Discharge Nominal Diameter,Housing Width,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Suction Outside Radius,Flange Diameter,Radius 2,Radius 3,Flange Radius,Outside Radius 4,Outside Radius 1,Outside Radius 2,RPM,Heating Capacity,External Static Pressure,Return Airflow,Supply Airflow,Cooling Capacity,Poles,Dimension D,Dimension E,Dimension F,Dimension A,Dimension G,Dimension H,Condensate Diameter,Condensate Radius,Cap Diameter,Outlet Width,Fan Diameter,External Static Presure,Fan Height,Fan Radius,Base Width,Cap Radius,Overall Height,Outlet Height,Diameter 1,Diameter 2,Half Outlet Radius,Half Exhaust Inlet Height,Air Flow,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,Number,Decomposes,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,RoomTag,LoadCapacity,HistoricPreservationZoneName,LightingZoneName,VentilationZoneName,FireAlarmZoneName,Computation Height,CirculationZoneName,Category Code,Unbounded Height,Area,Volume,Perimeter,Phase,Base Offset,Limit Offset,Hot Water Diameter,Sanitary Diameter,Sanitary Radius,Vent Radius,Water Heater Radius,Cold Water Diameter,Hot Water Radius,Vent Diameter,Water Heater Height,Cold Water Radius
584,1B13,0,741008,New Construction,N/A,,0,,0,,103296,Point+HemiSpherical,45383,,53254,REF TYPE MARK,0,B1 - 0610x1219mm,0,87059,"90852,90853,90854,90855,90856,90857,90858,103561,103562,103563,103564,103565,103566,103567,103568,103569",2ikEQjpcTDnxUN0yGA3WR6,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:741008,,NO,N/A,584,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1B13,0,741014,New Construction,N/A,,0,,0,,103296,Point+HemiSpherical,45384,,53255,REF TYPE MARK,0,B1 - 0610x1219mm,0,87058,"90859,90860,90861,90862,90863,90864,90865,103561,103562,103563,103564,103565,103566,103567,103568,103569",2ikEQjpcTDnxUN0yGA3WR0,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:741014,,NO,N/A,585,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1B13,0,741034,New Construction,N/A,,0,,0,,103296,Point+HemiSpherical,45385,,53256,REF TYPE MARK,0,B1 - 0610x1219mm,0,87057,"90866,90867,90868,90869,90870,90871,90872,103561,103562,103563,103564,103565,103566,103567,103568,103569",2ikEQjpcTDnxUN0yGA3WRy,1,,M_Troffer Light - Parabolic Rectangular:B1 - 0610x1219mm:B1 - 0610x1219mm:741034,,NO,N/A,586,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,B1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,1B13,,891357,New Construction,N/A,,,,,,103296,,46500,,43732,,,Standard,0,,"98223,98224,98225,98226,98227,98228,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMPlg,1,,M_Duplex Receptacle:Standard:Standard:891357,,,N/A,1834,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,5,,,,,,1291.669250,0.000000,260,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,1B13,,894123,New Construction,N/A,,,,,,103296,,46518,,43750,,,Standard,0,,"98338,98339,98340,98341,98342,98343,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMQQS,1,,M_Duplex Receptacle:Standard:Standard:894123,,,N/A,1852,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,5,,,,,,1291.669250,0.000000,278,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1B13,,894198,New Construction,N/A,,,,,,103296,,46519,,43751,,,Standard,0,,"98344,98345,98346,98347,98348,98349,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMQR1,1,,M_Duplex Receptacle:Standard:Standard:894198,,,N/A,1853,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,5,,,,,,1291.669250,0.000000,279,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,1B13,,934961,New Construction,N/A,,,,,,103296,,46784,,44010,,,Standard,0,,"99937,99938,99939,99940,99941,99942,103571,103572,103573,103574,103575",3AFN707Bj9afSO$T13iNA0,1,,M_Duplex Receptacle:Standard:Standard:934961,,,N/A,2108,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,6,,,,,,1291.669250,0.000000,534,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1B14,0,745356,New Construction,N/A,,0,,0,,102927,Point+HemiSpherical,45497,,53368,REF TYPE MARK,0,R1 - 305x1219mm,0,86945,"91658,91659,91660,91661,91662,91663,91664,103106,103107,103108,103109,103110,103111,103112,103113,103131",1MPejKGxvAxOPe64yBS3WC,1,,M_Troffer Light - Parabolic Rectangular:R1 - 305x1219mm:R1 - 305x1219mm:745356,,NO,N/A,698,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75
T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,R1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,1800.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,1B14,,889712,New Construction,N/A,,,,,,102927,,46486,,43719,,,Standard,0,,"98143,98144,98145,98146,98147,98148,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMP57,1,,M_Duplex Receptacle:Standard:Standard:889712,,,N/A,1821,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,7,,,,,,1291.669250,0.000000,247,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1B15,0,741042,New Construction,N/A,,0,,0,,103095,Point+HemiSpherical,45386,,53257,REF TYPE MARK,0,C1D - 0610x1219mm,0,87056,"90873,90874,90875,90876,90877,90878,90879,103072,103073,103074,103075,103076,103077,103078,103079,103085",2ikEQjpcTDnxUN0yGA3WRa,1,,M_Troffer Light - Parabolic Rectangular:C1D - 0610x1219mm:C1D - 0610x1219mm:741042,,NO,N/A,587,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-80 VA,N/A,<not associated>,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,861.112833,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020210,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Fluorescent,,,23.80.70.11.14.11,,,C1D,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,"Metal - Paint Finish - Dark Gray, Matte","Glass - White, High Luminance",Metal - Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,1B15,,894253,New Construction,N/A,,,,,,103095,,46520,,43752,,,Standard,0,,"98350,98351,98352,98353,98354,98355,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMQSQ,1,,M_Duplex Receptacle:Standard:Standard:894253,,,N/A,1854,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,5,,,,,,1291.669250,0.000000,280,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,1B15,,894656,New Construction,N/A,,,,,,103095,,46523,,43754,,,Standard,0,,"98362,98363,98364,98365,98366,98367,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMQJt,1,,M_Duplex Receptacle:Standard:Standard:894656,,,N/A,1856,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,3,,,,,,1291.669250,0.000000,282,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,1B15,,934906,New Construction,N/A,,,,,,103095,,46783,,44009,,,Standard,0,,"99931,99932,99933,99934,99935,99936,103571,103572,103573,103574,103575",3AFN707Bj9afSO$T13iNLB,1,,M_Duplex Receptacle:Standard:Standard:934906,,,N/A,2107,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,5,,,,,,1291.669250,0.000000,533,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1B16,0,745294,New Construction,N/A,,0,,0,,102926,Point+HemiSpherical,45496,,53367,REF TYPE MARK,0,Q1 - 1219mm,0,86946,"91651,91652,91653,91654,91655,91656,91657,103200,103201,103202,103203,103204,103205,103206,103207,103220",1MPejKGxvAxOPe64yBS3ZE,1,,M_Pendant Light - Linear:Q1 - 1219mm:Q1 - 1219mm:745294,,NO,N/A,697,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-150 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.680000,,1614.586563,0,0.050000,,,,1.200000,,,"T8, 1219mm, RAPID START, CRI=75",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,"General Luminaries, Non Directional",UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,,,,23.80.70.11.11,,,Q1,,,,1291.669250,Lighting - Dwelling Unit,1,L41B,1,,,2900.000000,32,,,,,,,,,,"Glass - White, High Luminance",,2.400000,0.300000,"Metal - Paint Finish - Ivory, Glossy","Metal - Paint Finish - Ivory, Glossy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,1B16,,889817,New Construction,N/A,,,,,,102926,,46487,,43720,,,Standard,0,,"98150,98151,98152,98153,98154,98155,103571,103572,103573,103574,103575",0Oe4W3Rwf1Dht7uPdCMP7k,1,,M_Duplex Receptacle:Standard:Standard:889817,,,N/A,1822,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,7,,,,,,1291.669250,0.000000,248,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
