,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
132215,Level 1,ExpectedLife,,631906,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,132084,0.000000,132214,Reference,Pipe Types:Mechanical Pipe,25 mm,"132240,132242,132244,132246,132248,154926,155000,155001,155002,155003",0DnvxkL756Y97TD6P8aumh,Color,33,Pipe Types:Mechanical Pipe:631906,,,132215,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,3.257163,630,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.487825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.769338,0.002825,2444.279691,1.912001,,2.769337,0.470724,,22,0.038314,0.109583,0,0,3.257163,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132471,Level 1,ExpectedLife,,631911,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,132298,0.000000,132470,Reference,Pipe Types:Mechanical Pipe,25 mm,"132497,132499,132501,132503,132505,154926,155000,155001,155002,155003",0DnvxkL756Y97TD6P8aumk,Color,33,Pipe Types:Mechanical Pipe:631911,,,132471,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748734,631,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,3.305646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,22,0.259625,0.109583,0,0,2.748734,0.000010,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135262,Level 1,ExpectedLife,,631981,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,135131,0.000000,135261,Reference,Pipe Types:Mechanical Pipe,25 mm,"135288,135290,135292,135294,135296,154926,155000,155001,155002,155003",0DnvxkL756Y97TD6P8aupa,Color,33,Pipe Types:Mechanical Pipe:631981,,,135262,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748700,633,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.112688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,23,0.008850,0.109583,0,0,2.748700,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135602,Level 1,ExpectedLife,,631991,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,135471,0.000000,135601,Reference,Pipe Types:Mechanical Pipe,25 mm,"135627,135629,135631,135633,135635,154926,155000,155001,155002,155003",0DnvxkL756Y97TD6P8aup_,Color,33,Pipe Types:Mechanical Pipe:631991,,,135602,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,3.257163,635,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.487825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.769337,0.002825,2444.279691,1.912001,,2.769337,0.470724,,23,0.038314,0.109583,0,0,3.257163,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135882,Level 1,ExpectedLife,,631996,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Return Unit A,CodePerformance,154873,,,,135727,0.000000,135881,Reference,Pipe Types:Mechanical Pipe,25 mm,"135908,135910,135912,135914,135916,154926,155000,155001,155002,155003",0DnvxkL756Y97TD6P8aupr,Color,33,Pipe Types:Mechanical Pipe:631996,,,135882,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.748735,636,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,3.645593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,2.735378,0.002825,2444.279691,1.912001,,2.748700,0.470724,,23,0.286324,0.109583,0,0,2.748735,0.000009,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136181,Level 1,ExpectedLife,,632407,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,136050,0.000000,136180,Reference,Pipe Types:Mechanical Pipe,25 mm,"136209,136211,136213,136215,136217,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_hz,Color,33,Pipe Types:Mechanical Pipe:632407,,,136181,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,641,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.054363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.164478,0.002119,1833.209768,1.912001,0.034911,0.177800,0.353043,0.125682,18,0.004270,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136353,Level 1,ExpectedLife,,632415,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,136222,0.000000,136352,Reference,Pipe Types:Mechanical Pipe,25 mm,"136381,136383,136385,136387,136389,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_hr,Color,33,Pipe Types:Mechanical Pipe:632415,,,136353,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,642,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.048718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.164478,0.002119,1833.209768,1.912001,0.034911,0.177800,0.353043,0.112633,18,0.003826,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136525,Level 1,ExpectedLife,,632423,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,136394,0.000000,136524,Reference,Pipe Types:Mechanical Pipe,25 mm,"136552,136554,136556,136558,136560,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_hD,Color,33,Pipe Types:Mechanical Pipe:632423,,,136525,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.631785,643,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.433347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.198437,0.002119,1833.209768,1.912001,0.034911,0.198437,0.353043,5.625721,18,0.191115,0.109583,0,0,2.631785,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137995,Level 1,ExpectedLife,,632436,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,137864,0.000000,137994,Reference,Pipe Types:Mechanical Pipe,25 mm,"138023,138025,138027,138029,138031,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_hU,Color,33,Pipe Types:Mechanical Pipe:632436,,,137995,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,645,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.084363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.164478,0.002119,1833.209768,1.912001,0.034911,0.177800,0.353043,0.195040,19,0.006626,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138167,Level 1,ExpectedLife,,632442,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,138036,0.000000,138166,Reference,Pipe Types:Mechanical Pipe,25 mm,"138195,138197,138199,138201,138203,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_hG,Color,33,Pipe Types:Mechanical Pipe:632442,,,138167,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,646,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.048718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.164478,0.002119,1833.209768,1.912001,0.034911,0.177800,0.353043,0.112632,19,0.003826,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138339,Level 1,ExpectedLife,,632454,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,138208,0.000000,138338,Reference,Pipe Types:Mechanical Pipe,25 mm,"138366,138368,138370,138372,138374,154926,155000,155001,155002,155003",0elyyE$1L6oAbZlGwF2_ei,Color,33,Pipe Types:Mechanical Pipe:632454,,,138339,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,2.631790,647,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,2.433352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,0.704675,0,0.198437,0.002119,1833.209768,1.912001,0.034911,0.198437,0.353043,5.625733,19,0.191115,0.109583,0,0,2.631790,,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138904,Level 1,ExpectedLife,,632624,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,138773,0.000000,138903,Reference,Pipe Types:Mechanical Pipe,25 mm,"138930,138932,138934,138936,138938,154926,155000,155001,155002,155003",3QiLL8Zx9EqAsJuxrKS3im,Color,33,Pipe Types:Mechanical Pipe:632624,,,138904,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,649,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.099363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,20,0.007804,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139074,Level 1,ExpectedLife,,632630,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,138943,0.000000,139073,Reference,Pipe Types:Mechanical Pipe,25 mm,"139100,139102,139104,139106,139108,154926,155000,155001,155002,155003",3QiLL8Zx9EqAsJuxrKS3is,Color,33,Pipe Types:Mechanical Pipe:632630,,,139074,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,650,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.058725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,20,0.004612,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140155,Level 1,ExpectedLife,,632756,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Hydronic Supply Unit B,CodePerformance,154873,,,,140024,0.000000,140154,Reference,Pipe Types:Mechanical Pipe,25 mm,"140181,140183,140185,140187,140189,154926,155000,155001,155002,155003",3QiLL8Zx9EqAsJuxrKS3kq,Color,33,Pipe Types:Mechanical Pipe:632756,,,140155,WarrantyGuarantorLabor,,,,ModelNumber,Features,,,,Hydronic Supply,,,,,,,,,0.177800,656,ReplacementCost,,Constituents,,Finish,Grade,Carbon Steel,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.114363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,M_Tee - Generic: Standard,Level 1,0.000000,0.087417,,1,0.164478,0.002825,2444.279691,1.912001,,0.177800,0.470724,,21,0.008982,0.109583,0,0,0.177800,0.000000,0.045720,Threaded,M_Cross - Generic: Standard,Schedule 40,M_Elbow - Generic: Standard,1,M_Transition - Generic: Standard,M_Coupling - Generic: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
