,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Constituents,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,Socket Depth,Socket Entrance Diameter,Center to Socket Bottom Label,Wall Thickness,Socket Outside Diameter,Center to Socket Bottom,Socket Insulation Outside Diameter,Socket Outside Radius,Socket Insulation Depth,Socket Insulation Outside Radius,Length 2,Length 1,Center to Socket Bottom Not Found,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Schedule Level,Elevation,Default Elevation,Pipe Radius,Overall Diameter,Pipe Diameter,Overall Radius,Tee,Reference Level,Additional Flow,Inner Diameter,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction,Flow State,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Classification Description,Classification Code,Elbow,Preferred Junction Type,Transition,Union,Bend Radius,Conduit Size Lookup,Conduit Length,Bend Radius Label,Bend or Fitting,Fixture Units,Diameter(Trade Size),Top Elevation,Bottom Elevation,Standard,Bend,Tap,Velocity Pressure,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Nut Height,Body Radius,Adapter Length,Stem Radius,Handle Height,Body Diameter,Handle Length,Stem Height,Seal Length,Stem Diameter,Nut Radius,Nut Diameter,Handle Width,Body Length,Body Height,Adapter Radius,Adapter Diameter,Half Nut Height,K Coefficient,Base Radius,Head Radius,Head Small Radius,Head Depth,Panel,Circuit Number,Base Depth,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Radius 1,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Width,Height,Panel Name,Projection,Depth,Standoff,HalfWidth,HalfHeight,Light Loss Factor,Dimming Lamp Color Temperature Shift,Light Source Definition (family),Ballast Voltage,Initial Intensity,Ceiling Mount Material,Color Filter,Electrical Data,Drop From Ceiling,Load Classification,Lamp,Ballast Number of Poles,Calculate Coefficient of Utilization,Initial Color,Pendant Material,Assembly Code,Assembly Description,Light Source Symbol Size,Apparent Load,Switch Voltage,Load,Moves With Nearby Elements,Label,Range Material,Burner Material,Hot Water Diameter,WFU,Flow Pressure,Sanitary Diameter,Sanitary Radius,HWFU,CWFU,Sink Width,Sink Depth,Sink Length,Hot Water Radius,Cold Water Radius,Cold Water Diameter,Shade Material,Door Width,Shower Width,Shower Length,Shower Height,Half Door Width,Half Lavatory Length,Half Oval Long Axis Length 1,Half Oval Long Axis Length,Oval Long Axis Length,Lavatory Width,Oval Short Axis Length,Lavatory Length,Lavatory Height,Half Oval Short Axis Length 1,Half Oval Short Axis Length,Max #1 Pole Breakers,HVAC Demand Factor,Total Estimated Demand Current,Heating Connected,Apparent Load Phase A,Enclosure,Apparent Load Phase B,Receptacle Demand Factor,Total Estimated Demand,Total Connected,HVAC Estimated Demand,Apparent Load Phase C,Other Estimated Demand,HVAC Connected,Total Demand Factor,Mounting,Location,Total Connected Current,24 Circuit Height,Appliance - Dwelling Unit Connected Current,Current Phase A,Current Phase B,Current Phase C,HVAC Connected Current,HVAC Estimated Demand Current,Other Connected,Other Connected Current,Other Estimated Demand Current,Appliance - Dwelling Unit Connected,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Heating Estimated Demand,Heating Connected Current,Heating Estimated Demand Current,Heating Demand Factor,Lighting - Dwelling Unit Connected,Lighting - Dwelling Unit Estimated Demand,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Receptacle Connected Current,Lighting - Dwelling Unit Estimated Demand Current,Receptacle Connected,Receptacle Estimated Demand,Receptacle Estimated Demand Current,Mains,Circuit Naming,Distribution System,Number of Wires,Number of Phases,42 Circuit Height,30 Circuit Height,12 Circuit Height,Bath Tub Width,Bath Tub Length,Bath Tub Height,InteriorOrExteriorSpace,Design HVAC Load per area,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,CompositionType,Number,Decomposes,OmniClass Table 13 Category,Average Estimated Illumination,Condition Type,GSA BIM Area,WallCovering,Wall Reflectance,FloorCovering,Room Number,Room Name,Design Cooling Load,Unbounded Height,Limit Offset,Phase,Base Offset,Perimeter,Volume,Design Other Load per area,Specified Return Airflow,Zone,Plenum,Occupiable,HistoricPreservationZoneName,Space Type,Design Heating Load,Specified Supply Airflow,Actual Supply Airflow,Room Cavity Ratio,Return Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Floor Reflectance,Category Description,Category Code,LoadCapacity,CirculationZoneName,FireAlarmZoneName,LightingZoneName,OccupancyZoneName,VentilationZoneName,RoomTag,BoundedBy,Connector,Power,BtuPerFt,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Number of Poles,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Boiler Top Radius,ControlElementId,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,RPM,Suction Outside Radius,Outside Diameter 4,Outside Diameter 2,Outside Diameter 1,Discharge Nominal Diameter,Housing Width,Flange Height,Flange Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Diameter 2,Diameter 1,Half Exhaust Inlet Height,Air Flow,Half Outlet Radius,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
190500,Level 1,ExpectedLife,,583278,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit B Domestic Hot Water,CodePerformance,310491,,,,190363,0.000000,190499,Reference,Pipe Types:Hot Water,25 mm,"190536,190538,190540,190542,190544,190546,310908,311122,311123,311124,311125",2641906Gn6WP3Plq76wck5,Color,33,Pipe Types:Hot Water:583278,,InstallationDate,190500,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,423,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.018725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,1.687106,11,0.001471,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190736,Level 1,ExpectedLife,,583280,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit B Domestic Hot Water,CodePerformance,310491,,,,190599,0.000000,190735,Reference,Pipe Types:Hot Water,25 mm,"190772,190774,190776,190778,190780,190782,310909,311122,311123,311124,311125",3RjTvhvnD6zxgtsDrZBzQa,Color,33,Pipe Types:Hot Water:583280,,InstallationDate,190736,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,424,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.182525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,16.445323,11,0.014335,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190972,Level 1,ExpectedLife,,583282,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit B Domestic Hot Water,CodePerformance,310491,,,,190835,0.000000,190971,Reference,Pipe Types:Hot Water,25 mm,"191008,191010,191012,191014,191016,191018,310910,311122,311123,311124,311125",3tMhzXDWDAa8vvTfJxuPT7,Color,33,Pipe Types:Hot Water:583282,,InstallationDate,190972,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,425,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.018725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,1.687106,11,0.001471,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191208,Level 1,ExpectedLife,,583284,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit B Domestic Hot Water,CodePerformance,310491,,,,191071,0.000000,191207,Reference,Pipe Types:Hot Water,25 mm,"191244,191246,191248,191250,191252,191254,310911,311122,311123,311124,311125",0uHJtyP_jAGAHPThWj87pq,Color,33,Pipe Types:Hot Water:583284,,InstallationDate,191208,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,426,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.328725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,29.617835,11,0.025818,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191444,Level 1,ExpectedLife,,583286,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit B Domestic Hot Water,CodePerformance,310491,,,,191307,0.000000,191443,Reference,Pipe Types:Hot Water,25 mm,"191480,191482,191484,191486,191488,191490,310912,311122,311123,311124,311125",0t5Il02n51tQ1GK4OsvuEB,Color,33,Pipe Types:Hot Water:583286,,InstallationDate,191444,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,427,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,1.728252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,155.714010,11,0.135737,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191965,Level 1,ExpectedLife,,583296,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Domestic Hot Water,CodePerformance,310491,,,,191828,0.000000,191964,Reference,Pipe Types:Hot Water,25 mm,"192000,192002,192004,192006,192008,192010,310914,311122,311123,311124,311125",0tjLhfGDnDKfGi3dqDWNIh,Color,33,Pipe Types:Hot Water:583296,,InstallationDate,191965,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.779363,429,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.158725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.620637,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.620637,1.553460,14.300984,11,0.012466,0.083333,0,0,0.779363,,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192200,Level 1,ExpectedLife,,583298,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Domestic Hot Water,CodePerformance,310491,,,,192063,0.000000,192199,Reference,Pipe Types:Hot Water,25 mm,"192236,192238,192240,192242,192244,192246,310915,311122,311123,311124,311125",1_5DeGvTjDrxobUcFJFoJB,Color,33,Pipe Types:Hot Water:583298,,InstallationDate,192200,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,430,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.275582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,24.829653,11,0.021644,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192388,Level 1,ExpectedLife,,583299,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Domestic Hot Water,CodePerformance,310491,,,,192251,0.000000,192387,Reference,Pipe Types:Hot Water,25 mm,"192424,192426,192428,192430,192432,192434,310916,311122,311123,311124,311125",1KQk2kPOb2lRaeDTHcSljP,Color,33,Pipe Types:Hot Water:583299,,InstallationDate,192388,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,431,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,1.726609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,155.565950,11,0.135608,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192623,Level 1,ExpectedLife,,583306,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Domestic Hot Water,CodePerformance,310491,,,,192486,0.000000,192622,Reference,Pipe Types:Hot Water,25 mm,"192659,192661,192663,192665,192667,192669,310917,311122,311123,311124,311125",18XZ0YHfH6zub4t1JlL0lZ,Color,33,Pipe Types:Hot Water:583306,,InstallationDate,192623,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,434,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.020018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,1.803584,11,0.001572,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192907,Level 1,ExpectedLife,,583309,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,Unit A Domestic Hot Water,CodePerformance,310491,,,,192770,0.000000,192906,Reference,Pipe Types:Hot Water,25 mm,"192943,192945,192947,192949,192951,192953,310918,311122,311123,311124,311125",15$tmU0G9ARvozWPzAruwE,Color,33,Pipe Types:Hot Water:583309,,InstallationDate,192907,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,Domestic Hot Water,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,,0.600000,435,ReplacementCost,,,Finish,Grade,Copper,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,,,,,,,,,,,,,,,,,,,,,,,0.281868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082021,,,,,,,,,M_Tee - Generic: Tee - Generic,Level 1,0.000000,0.074016,0.588720,0.006684,22523.949350,29.140058,27.462213,2,0.060506,0.600000,1.553460,25.396104,11,0.022138,0.083333,0,0,0.600000,0.000000,0.002540,Soldered,M_Cross - Generic: Cross - Generic,A,Pipes for General Use,23-60 30 11 11,M_Elbow - Generic: Elbow - Generic,1,M_Transition - Generic: Transition - Generic,M_Coupling - Generic: Coupling - Generic,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
